pair_number,left_group,right_group,same_group,same_family,same_formula,mean_score_correlation,median_date_score_correlation,mean_top_jaccard,mean_bottom_jaccard,complete_correlation_dates
5056,Price,Accounting,False,False,False,-0.0027348967,0.018796403,0.10947432,0.09847328,103
5057,Price,Accounting,False,False,False,-0.0035531807,0.014046185,0.11674174,0.12564391,103
5058,Price,Accounting,False,False,False,-0.0020764428,0.003614205,0.11806941,0.1288102,103
5059,Price,Price,True,False,False,-0.07368542,-0.09237504,0.1250073,0.095271,103
5060,Price,Price,True,False,False,-0.0074156667,-0.02738891,0.1048658,0.11030073,103
5061,Price,Price,True,False,False,0.022181474,-0.0013671846,0.11253699,0.10714898,103
5062,Price,Price,True,False,False,0.022000453,-0.00010329062,0.11282566,0.10202307,103
5063,Price,Accounting,False,False,False,-0.053396616,-0.060606234,0.09800467,0.12020555,91
5064,Price,Accounting,False,False,False,-0.1011155,-0.10283003,0.093415104,0.058563836,103
5065,Price,Event,False,False,False,-0.02519384,-0.027082933,0.0,0.00044455758,86
5066,Price,Accounting,False,False,False,-0.09960689,-0.12104288,0.092458926,0.014506696,103
5067,Price,Price,True,False,False,0.116704784,0.11816924,0.103982694,0.1650561,103
5068,Price,Price,True,False,False,0.025744883,0.025372611,0.12013427,0.1476406,103
5069,Price,Price,True,False,False,0.043996003,0.042768415,0.10499218,0.12884817,103
5070,Price,Price,True,False,False,0.020258931,0.016406134,0.10739253,0.12173349,103
5071,Price,Accounting,False,False,False,-0.06107055,-0.071455985,0.083670124,0.1164006,103
5072,Price,Accounting,False,False,False,-0.02095882,-0.03166978,0.08799418,0.1281507,103
5073,Price,Accounting,False,False,False,0.049657974,0.051927865,0.11010167,0.1387961,103
5074,Price,Accounting,False,False,False,0.056556728,0.040121976,0.11537785,0.0,103
5075,Price,Trading,False,False,False,0.063319445,0.081158824,0.10299603,0.16894937,103
5076,Price,Trading,False,False,False,0.114433385,0.107599676,0.10297853,0.17240301,86
5077,Price,Price,True,False,False,-0.0117715895,-0.01388129,0.11238442,0.12820472,103
5078,Price,Accounting,False,False,False,-0.06941792,-0.0743237,0.07309483,0.0,92
5079,Price,Accounting,False,False,False,0.023248106,0.054586098,0.13485223,0.09482881,103
5080,Price,Accounting,False,False,False,0.077039085,0.091466874,0.12902498,0.14018348,103
5081,Price,Accounting,False,False,False,-0.0025060985,-0.00025844108,0.111712344,0.13427688,103
5082,Price,Price,True,False,False,0.022287546,0.037122786,0.11539081,0.14747393,102
5083,Price,Trading,False,False,False,0.1322446,0.13220766,0.11648976,0.15344724,103
5084,Price,Trading,False,False,False,-0.0178753,-0.022157175,0.11235625,0.12827632,103
5085,Price,Accounting,False,False,False,-0.014022788,-0.0009956453,0.09609278,0.13139561,91
5086,Price,Trading,False,False,False,-0.07419181,-0.07394589,0.09441747,0.0,103
5087,Price,Trading,False,False,False,-0.018166278,0.002092411,0.047794547,0.0,103
5088,Price,Trading,False,False,False,-0.062116567,-0.0509942,0.08353032,0.0,103
5089,Price,Price,True,True,False,-0.003791928,-0.0129272705,0.11227005,0.11961868,103
5090,Price,Price,True,True,False,-0.0625307,-0.06484751,0.107581936,0.112603985,103
5091,Price,Price,True,True,False,0.0068003507,0.006018945,0.11687589,0.15260789,103
5092,Price,Price,True,True,False,-0.006254049,0.010314178,0.1089756,0.12207919,103
5093,Price,Price,True,False,False,-0.0027606753,0.006963837,0.10657943,0.11470386,103
5094,Price,Price,True,False,False,0.01453425,0.004353153,0.116198376,0.12831748,103
5095,Price,Accounting,False,False,False,-0.00023461753,-0.0015321074,0.10754012,0.1212946,103
5096,Price,Accounting,False,False,False,0.05102596,0.03789926,0.09772079,0.062319394,91
5097,Price,Accounting,False,False,False,0.027193023,0.0252288,0.11837654,0.10793943,103
5098,Price,Accounting,False,False,False,0.028145099,0.027157027,0.090204,0.07402751,102
5099,Price,Accounting,False,False,False,-0.053764928,-0.04792104,0.08782804,0.11208566,103
5100,Price,Accounting,False,False,False,-0.054655354,-0.057178076,0.09162185,0.10795945,103
5101,Price,Accounting,False,False,False,-0.01596737,-0.018932128,0.111795194,0.103508525,103
5102,Price,Accounting,False,False,False,0.064163916,0.06334208,0.118158974,0.12221012,103
5103,Price,Accounting,False,False,False,0.013057567,0.008937261,0.12910905,0.09448346,103
5104,Price,Accounting,False,False,False,-0.03883437,-0.04678925,0.11169136,0.10342022,103
5105,Price,Accounting,False,False,False,-0.041879315,-0.044189952,0.110669054,0.105937734,103
5106,Price,Price,True,False,False,-0.034535233,-0.0672475,0.12869644,0.11821532,103
5107,Price,Price,True,False,False,-0.012982177,-0.007370174,0.11355423,0.109098695,103
5108,Price,Price,True,False,False,0.024022633,0.015967099,0.12648527,0.09849753,103
5109,Price,Price,True,False,False,0.022443755,0.013234201,0.1262917,0.0950977,103
5110,Price,Accounting,False,False,False,0.00087337295,-0.002057983,0.116844684,0.11110681,91
5111,Price,Accounting,False,False,False,0.0045089563,-0.006950871,0.11530781,0.07495228,103
5112,Price,Event,False,False,False,-0.0024346237,0.00039845138,0.0,0.00040772962,77
5113,Price,Accounting,False,False,False,-0.0054392917,-0.035258524,0.11728065,0.018058615,103
5114,Price,Price,True,False,False,0.074837446,0.097228944,0.10855118,0.12934007,103
5115,Price,Price,True,False,False,-0.014231049,-0.008250829,0.10983527,0.11778144,103
5116,Price,Price,True,False,False,0.049609464,0.058941804,0.115969874,0.12225934,103
5117,Price,Price,True,False,False,0.032274336,0.030167252,0.11740937,0.122608066,103
5118,Price,Accounting,False,False,False,-0.039177816,-0.0495496,0.091428764,0.114179865,103
5119,Price,Accounting,False,False,False,-0.03195863,-0.03848136,0.087291636,0.11560515,103
5120,Price,Accounting,False,False,False,0.06611466,0.064295255,0.12015506,0.12069538,103
5121,Price,Accounting,False,False,False,0.044246297,0.04947631,0.11488262,0.0,103
5122,Price,Trading,False,False,False,0.048942313,0.09853579,0.1117895,0.16191117,103
5123,Price,Trading,False,False,False,0.04494766,0.0751524,0.101150736,0.13466743,86
5124,Price,Price,True,False,False,0.0018705231,-0.0007310094,0.1108359,0.12300793,103
5125,Price,Accounting,False,False,False,-0.016932363,-0.024309874,0.0784943,0.0,91
5126,Price,Accounting,False,False,False,-0.046099536,-0.058837738,0.08787711,0.097045735,103
5127,Price,Accounting,False,False,False,0.04571238,0.044102076,0.12621465,0.12517154,103
5128,Price,Accounting,False,False,False,-0.04262079,-0.05615422,0.10342162,0.11000169,103
5129,Price,Price,True,False,False,-0.0076724803,0.0019421177,0.10714183,0.12188144,102
5130,Price,Trading,False,False,False,0.11345534,0.14334507,0.119965665,0.14220172,103
5131,Price,Trading,False,False,False,-0.0046162847,0.005133093,0.11718625,0.122783855,103
5132,Price,Accounting,False,False,False,-0.0141111845,-0.024866203,0.096626826,0.12658276,91
5133,Price,Trading,False,False,False,-0.025302403,-0.030368954,0.08189679,0.0,103
5134,Price,Trading,False,False,False,-0.015443703,-0.021982113,0.036108483,0.0,103
5135,Price,Trading,False,False,False,-0.029812576,-0.03621223,0.068242565,0.0,103
5136,Price,Price,True,True,False,-0.0013574093,0.0014308464,0.12969771,0.11927559,103
5137,Price,Price,True,True,False,0.006130471,0.0024797982,0.117818534,0.11608958,103
5138,Price,Price,True,True,False,0.0020848059,0.006644798,0.12642749,0.12415114,103
5139,Price,Price,True,False,False,-0.0032277838,-0.0003953833,0.10835955,0.119462766,103
5140,Price,Price,True,False,False,0.009264299,0.009260891,0.13337408,0.1242744,103
5141,Price,Accounting,False,False,False,-0.008295322,-0.008840034,0.1102099,0.11934251,103
5142,Price,Accounting,False,False,False,0.005075269,-0.00082190585,0.09749954,0.057635587,91
5143,Price,Accounting,False,False,False,0.0155957695,0.015490642,0.108630866,0.11117068,103
5144,Price,Accounting,False,False,False,0.008971816,0.0022398983,0.08767646,0.069333546,102
5145,Price,Accounting,False,False,False,0.04673757,0.0467483,0.11432367,0.14186801,103
5146,Price,Accounting,False,False,False,0.053185705,0.05270627,0.118725196,0.13806576,103
5147,Price,Accounting,False,False,False,0.020154148,0.025156433,0.10960763,0.10631467,103
5148,Price,Accounting,False,False,False,0.03849584,0.032097887,0.108235165,0.10911848,103
5149,Price,Accounting,False,False,False,0.0257063,0.030926447,0.11305553,0.11364634,103
5150,Price,Accounting,False,False,False,-0.019305544,-0.021873545,0.10737602,0.11642451,103
5151,Price,Accounting,False,False,False,-0.011374116,-0.018448845,0.11125942,0.11704724,103
5152,Price,Price,True,False,False,-0.04004675,-0.052778352,0.12043807,0.09739381,103
5153,Price,Price,True,False,False,0.00021239577,8.452835e-05,0.108668394,0.11048194,103
5154,Price,Price,True,False,False,-0.0048343726,0.00093260634,0.10880353,0.11180008,103
5155,Price,Price,True,False,False,-0.004153976,-0.0029141135,0.10460011,0.10734182,103
5156,Price,Accounting,False,False,False,0.01860718,0.017195003,0.14429885,0.112618215,91
5157,Price,Accounting,False,False,False,0.022785766,0.034409985,0.13647613,0.069385946,103
5158,Price,Event,False,False,False,0.0020822827,0.0025045387,0.0,0.0044840975,99
5159,Price,Accounting,False,False,False,0.019671759,0.017531252,0.14191762,0.017661966,103
5160,Price,Price,True,False,False,-0.020441161,-0.027624696,0.068979755,0.1433006,103
5161,Price,Price,True,False,False,-0.0043438068,-0.006227368,0.12513453,0.12592721,103
5162,Price,Price,True,False,False,0.015891096,0.010090045,0.10619221,0.121869035,103
5163,Price,Price,True,False,False,0.004125081,0.004575499,0.106912225,0.11662427,103
5164,Price,Accounting,False,False,False,0.065587066,0.07153038,0.12812471,0.13611294,103
5165,Price,Accounting,False,False,False,0.05418922,0.062087413,0.118551366,0.13932599,103
5166,Price,Accounting,False,False,False,-0.0031161306,0.00037852526,0.10044922,0.13312522,103
5167,Price,Accounting,False,False,False,0.012484957,0.01581846,0.110797934,0.0,103
5168,Price,Trading,False,False,False,0.030484617,0.044838097,0.1071088,0.1416289,103
5169,Price,Trading,False,False,False,0.00044538305,0.008099682,0.082160324,0.15662384,86
5170,Price,Price,True,False,False,0.005023348,-0.0071514156,0.12819451,0.122792825,103
5171,Price,Accounting,False,False,False,0.00967881,0.010287219,0.08560447,0.0,92
5172,Price,Accounting,False,False,False,-0.016293794,-0.01240959,0.101997234,0.09990189,103
5173,Price,Accounting,False,False,False,0.007862455,0.015123804,0.106039196,0.13476582,103
5174,Price,Accounting,False,False,False,-0.016450675,-0.020979704,0.11607745,0.10975932,103
5175,Price,Price,True,False,False,-0.021473702,-0.016305858,0.120000914,0.12397004,102
5176,Price,Trading,False,False,False,0.019798754,0.018573819,0.09052672,0.13693625,103
5177,Price,Trading,False,False,False,0.0023212384,0.0047551948,0.124044575,0.12337791,103
5178,Price,Accounting,False,False,False,0.002421028,0.0031163807,0.10999607,0.12406979,91
5179,Price,Trading,False,False,False,0.00600248,0.016717281,0.12013454,0.0,103
5180,Price,Trading,False,False,False,0.0042331126,0.0005362842,0.056662414,0.0,103
5181,Price,Trading,False,False,False,0.0084280735,0.036513764,0.10796214,0.0,103
5182,Price,Price,True,True,False,-0.008321343,-0.009585138,0.1210614,0.1125452,103
5183,Price,Price,True,True,False,-0.008294496,-0.009026843,0.119753845,0.11944485,103
5184,Price,Price,True,False,False,-0.004849021,-0.009352058,0.10386498,0.11502616,103
5185,Price,Price,True,False,False,0.005977308,0.008529185,0.12843314,0.121515594,103
5186,Price,Accounting,False,False,False,-0.0012908541,0.0021969287,0.1152661,0.11888562,103
5187,Price,Accounting,False,False,False,-0.00073872996,-0.0037045327,0.08781552,0.05840178,91
5188,Price,Accounting,False,False,False,-0.0035612695,-0.0052095256,0.1091299,0.10336028,103
5189,Price,Accounting,False,False,False,0.0060222354,0.0046745315,0.086257406,0.06875595,102
5190,Price,Accounting,False,False,False,0.019046806,0.006291739,0.10337956,0.12975803,103
5191,Price,Accounting,False,False,False,0.02072008,0.018214013,0.10561267,0.1260697,103
5192,Price,Accounting,False,False,False,0.012256379,0.01820375,0.110285595,0.11014461,103
5193,Price,Accounting,False,False,False,0.018726628,0.012890834,0.09675517,0.11186817,103
5194,Price,Accounting,False,False,False,0.0016331649,0.006410464,0.10838864,0.10351083,103
5195,Price,Accounting,False,False,False,0.00047858804,-0.007119617,0.11806329,0.12258671,103
5196,Price,Accounting,False,False,False,-0.002076349,-0.008850582,0.11857913,0.11447021,103
5197,Price,Price,True,False,False,0.0066581033,0.014011251,0.15315862,0.09909327,103
5198,Price,Price,True,False,False,0.0075384006,0.009615955,0.11281681,0.11287521,103
5199,Price,Price,True,False,False,-0.015764678,-0.005836453,0.09943923,0.10852749,103
5200,Price,Price,True,False,False,-0.015769638,-0.007305815,0.09707368,0.10663986,103
5201,Price,Accounting,False,False,False,0.007381694,0.008702461,0.13370523,0.11097042,91
5202,Price,Accounting,False,False,False,0.009432502,0.0044487794,0.123667486,0.07108476,103
5203,Price,Event,False,False,False,0.0063762674,0.0085195955,0.0,0.0010857526,80
5204,Price,Accounting,False,False,False,0.0041964506,-0.0014025923,0.12748626,0.018086793,103
5205,Price,Price,True,False,False,-0.0074406248,-0.0077284584,0.07845997,0.1400537,103
5206,Price,Price,True,False,False,-0.0035513805,-0.009554372,0.12135502,0.11959842,103
5207,Price,Price,True,False,False,-0.0018972724,0.006833721,0.10109245,0.11644153,103
5208,Price,Price,True,False,False,-0.0029958226,-0.0028039801,0.10510808,0.115953684,103
5209,Price,Accounting,False,False,False,0.029436007,0.030818097,0.11088636,0.12694265,103
5210,Price,Accounting,False,False,False,0.022462605,0.020498328,0.10351395,0.12460543,103
5211,Price,Accounting,False,False,False,-0.00093865924,-0.00682598,0.099407494,0.12691294,103
5212,Price,Accounting,False,False,False,-0.0051249997,-0.013648783,0.1015081,0.0,103
5213,Price,Trading,False,False,False,-0.005246002,-0.01905589,0.10149135,0.14047188,103
5214,Price,Trading,False,False,False,-0.007168812,-0.010371064,0.08612206,0.1480521,86
5215,Price,Price,True,False,False,0.009488107,0.012844919,0.12799911,0.12081153,103
5216,Price,Accounting,False,False,False,0.0063737747,0.0060066907,0.08853004,0.0,92
5217,Price,Accounting,False,False,False,-0.0054766107,-0.0059624435,0.10382144,0.10975282,103
5218,Price,Accounting,False,False,False,-0.012725196,-0.015728602,0.10426313,0.12513797,103
5219,Price,Accounting,False,False,False,-0.00071892474,-0.013851773,0.11614724,0.114605,103
5220,Price,Price,True,False,False,0.00047169544,-0.0049498756,0.12268234,0.12605508,102
5221,Price,Trading,False,False,False,-0.020885725,-0.023585077,0.079541765,0.12779161,103
5222,Price,Trading,False,False,False,0.017765995,0.013718749,0.1377512,0.12320602,103
5223,Price,Accounting,False,False,False,0.012509743,0.010195736,0.105480835,0.12690298,91
5224,Price,Trading,False,False,False,0.0029028538,-0.014561077,0.11867156,0.0,103
5225,Price,Trading,False,False,False,-0.0024940094,-0.008864774,0.05390619,0.0,103
5226,Price,Trading,False,False,False,0.0035356283,-0.008796478,0.105077974,0.0,103
5227,Price,Price,True,True,False,-0.0057822284,0.0026813964,0.11657599,0.11375149,103
5228,Price,Price,True,False,False,-0.00037220222,-0.0030814868,0.11194537,0.10915409,103
5229,Price,Price,True,False,False,0.0030746004,0.010202612,0.11372468,0.116291225,103
5230,Price,Accounting,False,False,False,-0.002155908,-0.0011494855,0.11095515,0.10742936,103
5231,Price,Accounting,False,False,False,-0.0070883404,-0.0010449643,0.09192192,0.06183919,91
5232,Price,Accounting,False,False,False,-0.009261789,-0.008136535,0.11702434,0.09798163,103
5233,Price,Accounting,False,False,False,-0.009529035,-0.014959516,0.08461384,0.06533457,102
5234,Price,Accounting,False,False,False,0.021747302,0.02481667,0.11287262,0.11668987,103
5235,Price,Accounting,False,False,False,0.020186892,0.01835891,0.11212189,0.116544195,103
5236,Price,Accounting,False,False,False,0.0016430567,-0.0033599283,0.1157186,0.10388778,103
5237,Price,Accounting,False,False,False,-0.019032797,-0.027178789,0.09746782,0.10266914,103
5238,Price,Accounting,False,False,False,-0.0035602583,-0.005451593,0.115937084,0.10561074,103
5239,Price,Accounting,False,False,False,0.0065537663,0.010842102,0.11707055,0.115910485,103
5240,Price,Accounting,False,False,False,0.009771414,0.008438391,0.114193015,0.11113505,103
5241,Price,Price,True,False,False,-0.0010118926,-0.0013187958,0.121627465,0.117381126,103
5242,Price,Price,True,False,False,-0.00022143325,0.0027407405,0.11509319,0.10762373,103
5243,Price,Price,True,False,False,0.0058175107,0.0052530156,0.10440503,0.119062245,103
5244,Price,Price,True,False,False,0.0056364425,0.0043625277,0.10229385,0.11934967,103
5245,Price,Accounting,False,False,False,-0.0025117083,-0.0052931807,0.106327966,0.105264716,91
5246,Price,Accounting,False,False,False,-0.009968283,-0.007194412,0.110299185,0.07695197,103
5247,Price,Event,False,False,False,0.0011099412,0.0022987288,0.0,0.0007058716,77
5248,Price,Accounting,False,False,False,-0.011201487,-0.009303401,0.105292015,0.02030051,103
5249,Price,Price,True,False,False,-0.010663451,-0.007488172,0.08988976,0.11965741,103
5250,Price,Price,True,False,False,-0.0015330209,-0.008013534,0.11932084,0.108769536,103
5251,Price,Price,True,False,False,-0.009620081,-0.0098071005,0.1004417,0.11542723,103
5252,Price,Price,True,False,False,-0.010713332,-0.015356224,0.10373767,0.11245811,103
5253,Price,Accounting,False,False,False,0.019166805,0.021559408,0.11198664,0.11729874,100
5254,Price,Accounting,False,False,False,0.019042958,0.025447376,0.110014774,0.11441985,100
5255,Price,Accounting,False,False,False,-0.012124319,-0.010305258,0.09401266,0.106870025,98
5256,Price,Accounting,False,False,False,-0.003786538,0.0023209169,0.11130969,0.0,103
5257,Price,Trading,False,False,False,-0.0063672117,-0.012658524,0.11607161,0.121382035,103
5258,Price,Trading,False,False,False,0.013018647,0.0131743215,0.10527993,0.13284165,86
5259,Price,Price,True,False,False,0.0019635838,0.0035020472,0.11546857,0.11532605,103
5260,Price,Accounting,False,False,False,-0.0045999535,-0.015011432,0.080755115,0.0,91
5261,Price,Accounting,False,False,False,0.011604953,0.011503237,0.11365006,0.10991738,103
5262,Price,Accounting,False,False,False,-0.004762254,-0.008498778,0.11291978,0.11340972,103
5263,Price,Accounting,False,False,False,0.008234068,0.018057555,0.11615135,0.11760251,103
5264,Price,Price,True,False,False,-0.005629881,-0.0049941093,0.11483692,0.111497,102
5265,Price,Trading,False,False,False,-0.013414613,-0.016394408,0.09074712,0.116423845,103
5266,Price,Trading,False,False,False,-0.0013772092,-0.0025548234,0.11327712,0.11331906,103
5267,Price,Accounting,False,False,False,0.006741599,0.005182775,0.10679492,0.11344691,91
5268,Price,Trading,False,False,False,-0.00685614,0.0013326926,0.08243393,0.0,103
5269,Price,Trading,False,False,False,0.0017141388,0.0057739173,0.034772273,0.0,103
5270,Price,Trading,False,False,False,-0.0035683692,0.009755556,0.06725207,0.0,103
5271,Price,Price,True,False,False,0.007992402,0.020354996,0.11251003,0.12191562,103
5272,Price,Price,True,False,False,-0.0020329747,-0.011575942,0.13217174,0.12248332,103
5273,Price,Accounting,False,False,False,-0.007167962,-0.0067194495,0.11168958,0.11543727,103
5274,Price,Accounting,False,False,False,0.0078068413,0.0073810355,0.10186141,0.06391072,91
5275,Price,Accounting,False,False,False,0.021856109,0.024951436,0.11312202,0.110392384,103
5276,Price,Accounting,False,False,False,0.0073918686,0.0024835004,0.0893683,0.07166872,102
5277,Price,Accounting,False,False,False,0.06550391,0.070465684,0.12302404,0.14885557,103
5278,Price,Accounting,False,False,False,0.063862465,0.0775187,0.12619425,0.14151528,103
5279,Price,Accounting,False,False,False,0.0147287715,0.013467232,0.113601655,0.09882106,103
5280,Price,Accounting,False,False,False,0.012205736,0.016925277,0.107010156,0.09851327,103
5281,Price,Accounting,False,False,False,0.013785677,0.015123287,0.113546066,0.11212586,103
5282,Price,Accounting,False,False,False,-0.022705276,-0.030186934,0.10339118,0.114458725,103
5283,Price,Accounting,False,False,False,-0.013864648,-0.0096883755,0.10763472,0.11532312,103
5284,Price,Price,True,False,False,-0.050010335,-0.07469404,0.109349355,0.10177438,103
5285,Price,Price,True,False,False,-0.00395003,-0.001722545,0.108199194,0.11083565,103
5286,Price,Price,True,False,False,0.0037772714,0.0063029714,0.1120217,0.1137976,103
5287,Price,Price,True,False,False,0.004152304,0.0076970747,0.10648194,0.109308556,103
5288,Price,Accounting,False,False,False,0.018532222,0.024417344,0.13639657,0.1205425,91
5289,Price,Accounting,False,False,False,-0.009066941,-0.023177441,0.1290134,0.07148919,103
5290,Price,Event,False,False,False,-0.00047783743,-0.0014849653,0.0,0.008288946,99
5291,Price,Accounting,False,False,False,-0.011420779,-0.022352302,0.12914607,0.015192747,103
5292,Price,Price,True,False,False,-0.00030131638,0.0015899678,0.07400981,0.14704454,103
5293,Price,Price,True,False,False,0.0054756626,0.021393852,0.12999474,0.13136646,103
5294,Price,Price,True,False,False,0.018635815,0.014940818,0.10522888,0.123709604,103
5295,Price,Price,True,False,False,0.010685919,0.011835201,0.10884105,0.11895184,103
5296,Price,Accounting,False,False,False,0.07801824,0.09054609,0.13364606,0.13748285,103
5297,Price,Accounting,False,False,False,0.078703046,0.08722002,0.13111064,0.14415982,103
5298,Price,Accounting,False,False,False,-0.00598115,-0.0010157039,0.09832135,0.12645145,103
5299,Price,Accounting,False,False,False,0.011123148,0.013246483,0.11337871,0.0,103
5300,Price,Trading,False,False,False,0.032933783,0.052298866,0.10771171,0.13177569,103
5301,Price,Trading,False,False,False,0.029408025,0.027651634,0.08797394,0.1603871,86
5302,Price,Price,True,False,False,0.0019277228,0.0058012526,0.1292137,0.12320297,103
5303,Price,Accounting,False,False,False,0.0017626084,0.0032430915,0.086071536,0.0,92
5304,Price,Accounting,False,False,False,-0.015788708,-0.017743338,0.10788247,0.09560456,103
5305,Price,Accounting,False,False,False,0.017882086,0.030526415,0.10524646,0.13734983,103
5306,Price,Accounting,False,False,False,-0.019507006,-0.018126462,0.115757406,0.10994808,103
5307,Price,Price,True,False,False,0.029109662,0.033204105,0.13236283,0.13969015,102
5308,Price,Trading,False,False,False,0.045300998,0.056085996,0.10116739,0.13498351,103
5309,Price,Trading,False,False,False,0.011250253,0.016269492,0.13334338,0.1182577,103
5310,Price,Accounting,False,False,False,0.0073837186,0.012351571,0.11352747,0.12319323,91
5311,Price,Trading,False,False,False,-0.013865682,-0.018888338,0.10787896,0.0,103
5312,Price,Trading,False,False,False,0.008771988,0.008219816,0.055374306,0.0,103
5313,Price,Trading,False,False,False,-0.014520221,-0.013419772,0.09440145,0.0,103
5314,Price,Price,True,False,False,-0.92281616,-0.9251153,5.9983733e-05,0.00018534285,103
5315,Price,Accounting,False,False,False,0.027362974,0.020995392,0.113063626,0.12944975,103
5316,Price,Accounting,False,False,False,0.012596443,0.010410075,0.12102913,0.056382492,91
5317,Price,Accounting,False,False,False,0.06514367,0.05357134,0.13253224,0.12492358,103
5318,Price,Accounting,False,False,False,0.11413018,0.11231672,0.12051837,0.09353997,102
5319,Price,Accounting,False,False,False,0.21311903,0.22880857,0.17217575,0.18170953,103
5320,Price,Accounting,False,False,False,0.19911821,0.21642749,0.17027558,0.17535064,103
5321,Price,Accounting,False,False,False,0.020774547,0.03019847,0.12102192,0.10737262,103
5322,Price,Accounting,False,False,False,0.009157342,0.023754088,0.11892873,0.105043896,103
5323,Price,Accounting,False,False,False,-0.0073600546,-0.003995539,0.11002902,0.10785858,103
5324,Price,Accounting,False,False,False,-0.040516622,-0.036404192,0.08866526,0.11774415,103
5325,Price,Accounting,False,False,False,-0.04670332,-0.043422148,0.087582864,0.11610989,103
5326,Price,Price,True,False,False,-0.13365446,-0.12650533,0.05595035,0.09726741,103
5327,Price,Price,True,False,False,0.00016328208,-0.0003856598,0.11060111,0.11048902,103
5328,Price,Price,True,False,False,-0.011671084,-0.012349514,0.10555669,0.10929791,103
5329,Price,Price,True,False,False,-0.0099891145,-0.011294082,0.10670648,0.10899212,103
5330,Price,Accounting,False,False,False,0.0824279,0.06525823,0.13678107,0.14469148,91
5331,Price,Accounting,False,False,False,-0.038904794,-0.056475043,0.11739514,0.0719432,103
5332,Price,Event,False,False,False,-0.005033686,-0.0040290537,0.0,0.008650555,99
5333,Price,Accounting,False,False,False,-0.05143259,-0.080602154,0.11042614,0.01825476,103
5334,Price,Price,True,False,False,-0.0056872074,-0.0043465784,0.10521461,0.1148615,103
5335,Price,Price,True,False,False,0.9683582,0.972376,0.67931956,0.8067347,103
5336,Price,Price,True,False,False,-0.01652243,-0.01912857,0.098638274,0.11092316,103
5337,Price,Price,True,False,False,0.050589923,0.052111547,0.120189145,0.12623537,103
5338,Price,Accounting,False,False,False,0.19543351,0.2032352,0.176773,0.17143753,103
5339,Price,Accounting,False,False,False,0.22327471,0.23086658,0.1847004,0.17875926,103
5340,Price,Accounting,False,False,False,0.013640337,0.008343873,0.11456795,0.12505591,103
5341,Price,Accounting,False,False,False,0.043290447,0.032020558,0.14205176,0.0,103
5342,Price,Trading,False,False,False,0.047011007,0.059312515,0.115017384,0.11450753,103
5343,Price,Trading,False,False,False,0.045788236,0.062137477,0.11987613,0.123663895,86
5344,Price,Price,True,False,False,-0.013981906,-0.01292769,0.11638916,0.11557692,103
5345,Price,Accounting,False,False,False,0.03325467,0.0086672045,0.09132782,0.0,92
5346,Price,Accounting,False,False,False,-0.04968026,-0.050428364,0.106805846,0.09802211,103
5347,Price,Accounting,False,False,False,0.038712587,0.047777936,0.102683105,0.14351049,103
5348,Price,Accounting,False,False,False,-0.029922765,-0.026946086,0.11248725,0.10193965,103
5349,Price,Price,True,False,False,0.22871265,0.22608826,0.17058526,0.229182,102
5350,Price,Trading,False,False,False,0.048422143,0.044423424,0.1337815,0.10739564,103
5351,Price,Trading,False,False,False,-0.022086982,-0.03376945,0.08816859,0.13166106,103
5352,Price,Accounting,False,False,False,0.026434885,0.03008195,0.12281691,0.12795359,91
5353,Price,Trading,False,False,False,-0.05825578,-0.05646147,0.07067317,0.0,103
5354,Price,Trading,False,False,False,-0.023786694,-0.009396406,0.034191567,0.0,103
5355,Price,Trading,False,False,False,-0.045034185,-0.043484837,0.0647632,0.0,103
5356,Price,Accounting,False,False,False,-0.031349692,-0.026724126,0.11290752,0.107952535,103
5357,Price,Accounting,False,False,False,0.0030606864,0.007260648,0.09435225,0.079500526,91
5358,Price,Accounting,False,False,False,-0.06698059,-0.06358597,0.08824548,0.09248395,103
5359,Price,Accounting,False,False,False,-0.12628935,-0.12378089,0.05608662,0.052233327,102
5360,Price,Accounting,False,False,False,-0.20005105,-0.21377543,0.07353736,0.08370716,103
5361,Price,Accounting,False,False,False,-0.19376338,-0.19607498,0.07710166,0.07702878,103
5362,Price,Accounting,False,False,False,-0.03229605,-0.03994247,0.09969642,0.08849414,103
5363,Price,Accounting,False,False,False,-0.0054963,-0.0109867295,0.1012436,0.099121355,103
5364,Price,Accounting,False,False,False,-0.0008899166,-0.005038717,0.10247994,0.112409316,103
5365,Price,Accounting,False,False,False,0.03417417,0.02824359,0.13654318,0.10432221,103
5366,Price,Accounting,False,False,False,0.042601354,0.037451766,0.13995406,0.09822349,103
5367,Price,Price,True,False,False,0.114874944,0.13756515,0.18849464,0.115116194,103
5368,Price,Price,True,False,False,0.0024060477,0.0045731957,0.10851615,0.11029416,103
5369,Price,Price,True,False,False,0.022194892,0.019382099,0.11133777,0.1257912,103
5370,Price,Price,True,False,False,0.018413328,0.018191233,0.10439785,0.11787067,103
5371,Price,Accounting,False,False,False,-0.100954294,-0.08105991,0.11078267,0.06808203,91
5372,Price,Accounting,False,False,False,0.009254527,0.042418934,0.12404327,0.07948081,103
5373,Price,Event,False,False,False,0.0060044243,0.008461596,0.0,0.009998579,99
5374,Price,Accounting,False,False,False,0.020186683,0.055831406,0.13997987,0.020520486,103
5375,Price,Price,True,False,False,0.08608563,0.098411925,0.07086438,0.2244904,103
5376,Price,Price,True,False,False,-0.9483791,-0.951227,0.00036750277,0.0005866387,103
